"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012839","1990","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.9","X","   2675.3","","    2675.3","0","       135","0","        78","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","        95","0","        36"," ","         4"," ","        84"," ","    9.4","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 118.6"," ,0,0409, ","   36.7","0,0801, ","","","","","      70.1","1","      70.1","0","   1313.8"," ,0","","","        0"," ,0","     25.62","0","     29.61","0","     21.64","0","   205819","X","       250","X","","","","","       270","X","      19.2","X","","","","","      23.6","X"
"USW00012839","1991","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.8","X","   2636.1","","    2636.1","0","       160","0","       101","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       362","0","       101","0","        34"," ","         5"," ","        93"," ","    5.0","0,0216, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 218.2"," ,0,1008, ","   35.0","0,0820,+","","","","","      25.0","0","      25.0","0","   1815.1"," ,0","","","        0"," ,0","     25.45","0","     29.34","0","     21.56","0","   173553","X","       300","X","","","","","       315","X","      16.5","X","","","","","      25.7","X"
"USW00012839","1992","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       4.1","X","   2469.8","","    2469.8","0","       128","0","        87","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       359","0","        90","0","        28"," ","         1"," ","        75"," ","    7.8","0,0116, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 192.0"," ,0,1118, ","   36.1","0,0705,+","","","","","      35.0","0","      35.0","0","   1469.1"," ,0","","","        0"," ,0","     24.97","0","     28.93","0","     21.01","0","   155848","X","       120","X","","","","","        90","X","      38.4","X","","","","","      51.4","X"
"USW00012839","1993","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       4.4","X","   2547.7","","    2547.7","0","       126","0","        83","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        85","0","        22"," ","         2"," ","        82"," ","    6.7","0,0315, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 145.5"," ,0,1108, ","   36.1","0,0821, ","","","","","      26.8","8","      26.8","0","   1595.3"," ,0","","","        0"," ,0","     25.18","0","     29.10","0","     21.25","0","   140724","X","       220","X","","","","","       225","X","      17.0","X","","","","","      26.2","X"
"USW00012839","1994","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       4.1","X","   2688.7","","    2688.7","0","       147","0","        97","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        74","0","        42"," ","         4"," ","        86"," ","   10.0","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 166.9"," ,0,0812, ","   35.6","0,0610, ","","","","","      45.6","6","      45.6","0","   2021.6"," ,0","","","        0"," ,0","     25.60","0","     29.18","0","     22.02","0","","","       220","X","","","","","        45","X","      17.0","X","","","","","      22.1","X"
"USW00012839","1995","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.1","X","   2572.2","","    2572.2","0","       138","0","        93","0","        30","0","        0","","         0","0","         0","0","         0","0","         0","0","       347","0","        86","0","        64"," ","         1"," ","        67"," ","    3.9","0,0209, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 123.4"," ,0,0620, ","   36.1","0,0815,+","","","","","      62.7","7","      62.7","0","   2015.1"," ,0","","","        0"," ,0","     25.08","0","     28.87","0","     21.29","0","   204644","X","       290","X","","","","","       135","X","      14.8","X","","","","","      27.2","X"
"USW00012839","1996","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.7","X","   2458.7","","    2458.7","0","       134","0","        93","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       350","0","        80","0","        63"," ","         5"," ","        68"," ","    2.8","0,0205, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 111.5"," ,0,0521, ","   34.4","0,0623, ","","","","","     151.8","8","     151.8","0","   1466.5"," ,0","","","        0"," ,0","     24.71","0","     28.65","0","     20.76","0","","","","","","","","","","","","","","","","","",""
"USW00012839","1997","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.6","X","   2579.7","","    2579.7","0","       158","0","        95","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       352","0","        81","0","       104"," ","         9"," ","        70"," ","    2.8","0,0119, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 149.6"," ,0,0609, ","   34.4","0,0807,+","","","","","      49.7","7","      49.7","0","   1794.6"," ,0","","","        0"," ,0","     25.22","0","     28.96","0","     21.47","0","","","","","       290","X","       280","X","","","","","      17.0","X","      24.6","X","",""
"USW00012839","1998","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.8","X","   2661.9","","    2661.9","0","       143","0","        88","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       351","0","       114","0","        87"," ","         7"," ","        70"," ","    9.4","0,0313,+","     0"," ,0,1231,+","     0","T,0,0506, "," 126.0"," ,0,1104, ","   36.7","0,0703, ","","","","","      75.3","3","      75.3","0","   1784.7"," ,0","","","        0","T,0","     25.46","0","     29.12","0","     21.81","0","","","","","       190","X","       190","X","","","","","      24.6","X","      46.5","X","",""
"USW00012839","1999","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.5","X","   2423.6","","    2423.6","0","       145","0","       100","0","        16","0","        0","","         0","0","         0","0","         0","0","         0","0","       359","0","        71","0","        92"," ","         4"," ","        74"," ","    6.7","0,0106, ","     0"," ,0,1231,+","     0","T,0,0518, "," 173.0"," ,0,1015, ","   35.6","0,0802,+","","","","","      39.3","3","      39.3","0","   1629.3"," ,0","","","        0","T,0","     24.82","0","     28.76","0","     20.88","0","","","","","        90","X","        90","X","","","","","      26.4","X","      31.3","X","",""
"USW00012839","2000","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.5","X","   2455.9","","    2455.9","0","       136","0","        75","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       354","0","        70","0","        78"," ","         4"," ","        61"," ","    5.6","0,1231, ","     0"," ,0,1231,+","     0","T,0,0515, "," 319.0"," ,0,1003, ","   35.0","0,0716, ","","","","","      47.4","4","      47.4","0","   1551.3"," ,0","","","        0","T,0","     24.86","0","     28.73","0","     20.98","0","","","","","       100","X","       320","X","","","","","      13.4","X","      17.4","X","",""
"USW00012839","2001","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.7","X","   2482.0","","    2482.0","0","       135","0","        80","0","        25","0","","","","","         0","0","         0","0","         0","0","       352","0","        69","0","        84"," ","         2"," ","        67"," ","    3.9","0,0105, ","","","",""," 119.6"," ,0,1021, ","   34.4","0,0826,+","","","","","     105.7","7","     105.7","0","   1830.6"," ,0","","","","","     24.91","0","     28.68","0","     21.14","0","","","","","       130","X","       210","X","","","","","      15.6","X","      21.9","X","",""
"USW00012839","2002","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.6","X","   2618.0","","    2618.0","0","       139","0","        88","0","        21","0","","","","","         0","0","         0","0","         0","0","       358","0","        74","0","        82"," ","         4"," ","        61"," ","    5.6","0,0104, ","","","",""," 106.2"," ,0,0626, ","   35.0","0,0801, ","","","","","      48.6","6","      48.6","0","   1608.6"," ,0","","","","","     25.32","0","     29.09","0","     21.56","0","","","","","       320","X","       280","X","","","","","      13.4","X","      17.4","X","",""
"USW00012839","2003","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.3","X","   2596.0","","    2596.0","0","       141","0","        93","0","        24","0","","","","","         0","0","         0","0","         0","0","       351","0","        68","0","        80"," ","         9"," ","        85"," ","    2.2","0,0124, ","","","",""," 118.6"," ,0,0702, ","   33.9","0,0322, ","","","","","      79.7","7","      79.7","0","   1832.3"," ,0","","","","","     25.17","0","     29.03","0","     21.31","0","","","","","       260","X","       260","X","","","","","      19.2","X","      22.8","X","",""
"USW00012839","2004","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.9","X","   2456.9","","    2456.9","0","       126","0","        82","0","        19","0","","","","","         0","0","         0","0","         0","0","       358","0","        84","0","        84"," ","         2"," ","        53"," ","    7.8","0,1215, ","","","","","  63.2"," ,0,0801, ","   35.0","0,0707, ","","","","","      67.3","3","      67.3","0","   1383.3"," ,0","","","","","     24.88","0","     28.70","0","     21.06","0","","","","","       270","X","       280","X","","","","","      16.1","X","      22.8","X","",""
"USW00012839","2005","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.7","X","   2428.2","","    2428.2","0","       137","0","        93","0","        17","0","","","","","         0","0","         0","0","         0","0","       351","0","        87","0","        92"," ","         4"," ","        61"," ","    6.1","0,0124, ","","","",""," 116.8"," ,0,0620, ","   35.0","0,0804,+","","","","","      73.8","8","      73.8","0","   1733.3"," ,0","","","","","     24.79","0","     28.66","0","     20.92","0","","","","","       150","X","       150","X","","","","","      30.8","X","      41.1","X","",""
"USW00012839","2006","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.6","W","   2533.0","","    2533.0","0","       118","0","        78","0","        20","0","","","","","         0","0","         0","0","         0","0","       354","0","        82","0","        83"," ","         4"," ","        62"," ","    6.7","0,0214, ","","","",""," 117.6"," ,0,0906, ","   35.6","0,0813, ","","","","","      64.1","1","      64.1","0","   1631.0"," ,0","","","","","     25.06","0","     28.92","0","     21.20","0","","","","","       110","X","       190","X","","","","","      14.3","X","      20.1","X","",""
"USW00012839","2007","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.7","W","   2645.2","","    2645.2","0","       149","0","        89","0","        23","0","","","","","         0","0","         0","0","         0","0","       359","0","        96","0","        82"," ","         5"," ","        70"," ","    5.6","0,0219, ","","","","","  73.7"," ,0,0506, ","   36.1","0,0805, ","","","","","      44.4","4","      44.4","0","   1626.1"," ,0","","","","","     25.46","0","     29.28","0","     21.64","0","","","","","       140","X","       140","X","","","","","      18.3","X","      23.7","X","",""
"USW00012839","2008","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.8","W","   2613.4","","    2613.4","0","       138","0","        88","0","        18","0","","","","","         0","0","         0","0","         0","0","       361","0","       100","0","       121"," ","         8"," ","        64"," ","    3.9","0,0103, ","","","","","  77.7"," ,0,0818, ","   35.6","0,0511, ","","","","","      23.8","8","      23.8","0","   1531.8"," ,0","","","","","     25.39","0","     29.21","0","     21.58","0","","","","","        50","X","        40","X","","","","","      17.9","X","      24.6","X","",""
"USW00012839","2009","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.4","W","   2688.6","","    2688.6","0","       133","0","        76","0","        18","0","","","","","         0","0","         0","0","         0","0","       355","0","       121","0","       124"," ","         6"," ","        71"," ","    3.3","0,0205, ","","","","","  60.2"," ,0,1125, ","   36.7","0,0622, ","","","","","      60.1","1","      60.1","0","   1324.6"," ,0","","","","","     25.49","0","     29.45","0","     21.53","0","","","","","        50","X","        70","X","","","","","      16.5","X","      25.0","X","",""
"USW00012839","2010","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.3","W","   2429.8","","    2429.8","0","       130","0","        82","0","        21","0","","","","","         0","0","         0","0","         0","0","       327","0","       103","0","       107"," ","        10"," ","        45"," ","    1.7","0,0110, ","","","",""," 128.5"," ,0,0929, ","   35.6","0,0821,+","","","","","     165.9","9","     165.9","0","   1654.1"," ,0","","","","","     24.30","0","     28.29","0","     20.31","0","","","","","       260","X","       250","X","","","","","      15.6","X","      21.9","X","",""
"USW00012839","2011","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.2","W","   2725.4","","    2725.4","X","       131","X","        84","X","        20","X","","","","","         0","X","         0","X","         0","X","       361","X","       118","X","        83"," ","        11"," ","        55"," ","    6.7","X,0123, ","","","","","  81.0"," ,X,0630, ","   36.1","X,0717,+","","","","","     120.8","8","     120.8","X","   1620.6"," ,X","","","","","     25.69","X","     29.60","X","     21.78","X","","","","","       140","X","       150","X","","","","","      17.9","X","      24.6","X","",""
"USW00012839","2012","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.2","X","   2547.8","","    2547.8","X","       148","X","        87","X","        29","X","","","","","         0","X","         0","X","         0","X","       360","X","        74","X","        51"," ","         5"," ","        55"," ","    6.1","X,0104, ","","","",""," 246.4"," ,X,0522, ","   34.4","X,0614, ","","","","","      32.6","6","      32.6","X","   2209.5"," ,X","","","","","     25.17","X","     28.88","X","     21.46","X","","","","","        80","X","        80","X","","","","","      17.0","X","      23.2","X","",""
"USW00012839","2013","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.4","W","   2649.3","","    2649.3","W","       146","W","        93","W","        24","W","","","","","         0","W","         0","W","         0","W","       360","W","        71","W","        63"," ","         2"," ","        17"," ","    7.2","W,0304, ","","","",""," 140.4"," ,W,1002, ","   34.4","W,0724,+","","","","","      41.6","6","      41.6","W","   1789.7"," ,W","","","","","     25.49","W","     29.12","W","     21.85","W","","","","","        90","W","        90","W","","","","","      12.5","W","      18.3","W","",""
"USW00012839","2014","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.2","W","   2595.7","","    2595.7","W","       146","W","        94","W","        18","W","","","","","         0","W","         0","W","         0","W","       355","W","        87","W","        66"," ","","","        46"," ","    7.8","W,0119,+","","","","","  66.8"," ,W,0515, ","   35.0","W,0728,+","","","","","      36.2","2","      36.2","W","   1616.5"," ,W","","","","","     25.29","W","     29.21","W","     21.38","W","","","","","       180","W","       180","W","","","","","      19.2","W","      22.8","W","",""
"USW00012839","2015","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.5","W","   2906.1","","    2906.1","W","       165","W","        96","W","        17","W","","","","","         0","W","         0","W","         0","W","       360","W","       108","W","       103"," ","         3"," ","        82"," ","    5.6","W,0220, ","","","","","  94.7"," ,W,1204, ","   35.6","W,0729,+","","","","","      45.1","1","      45.1","W","   1577.5"," ,W","","","","","     26.18","W","     29.76","W","     22.61","W","","","","","        80","W","        80","W","","","","","      13.9","W","      23.3","W","",""
"USW00012839","2016","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.5","W","   2704.4","","    2704.4","W","       154","W","        98","W","        16","W","","","","","         0","W","         0","W","         0","W","       356","W","       108","W","       110"," ","         2"," ","        80"," ","    7.8","W,0124, ","","","","","  96.3"," ,W,0802, ","   35.0","W,0618, ","","","","","      41.1","1","      41.1","W","   1676.0"," ,W","","","","","     25.59","W","     29.24","W","     21.94","W","","","","","       200","W","       210","W","","","","","      13.9","W","      20.1","W","",""
"USW00012839","2017","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.6","W","   2889.3","","    2889.3","W","       130","W","        86","W","        28","W","","","","","         0","W","         0","W","         0","W","       360","W","       117","W","        92"," ","         5"," ","       100"," ","    8.3","W,1214, ","","","",""," 139.4"," ,W,0712, ","   36.7","W,0528, ","","","","","      10.7","7","      10.7","W","   2112.0"," ,W","","","","","     26.16","W","     29.93","W","     22.39","W","","","","","       100","W","       100","W","","","","","      23.7","W","      32.2","W","",""
"USW00012839","2018","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.6","W","   2624.4","","    2624.4","W","       143","W","        88","W","        17","W","","","","","         0","W","         0","W","         0","W","       358","W","        90","W","       115"," ","         1"," ","       116"," ","    6.7","W,0118,+","","","","","  91.4"," ,W,0531, ","   34.4","W,0810,+","","","","","      49.3","3","      49.3","W","   1561.3"," ,W","","","","","     25.40","W","     29.18","W","     21.62","W","","","","","       240","W","       260","W","","","","","      14.3","W","      19.2","W","",""
"USW00012839","2019","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.5","W","   2887.6","","    2887.6","W","       155","W","       100","W","        19","W","        0","","         0","H","         0","W","         0","W","         0","W","       359","W","       119","W","        99"," ","         2"," ","        98"," ","    7.8","W,0121, ","     0"," ,H,1231,+","     0"," ,H,1231,+","  78.7"," ,W,0808, ","   36.7","W,0702,+","","","","","      35.6","6","      35.6","W","   1707.0"," ,W","","","        0"," ,H","     26.16","W","     29.93","W","     22.39","W","","","","","       130","W","       310","W","","","","","      13.9","W","      21.5","W","",""
"USW00012839","2020","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","       3.7","W","   2946.3","","    2946.3","W","       150","W","       102","W","        30","W","","","","","         0","W","         0","W","         0","W","       358","W","       115","W","       122"," ","         8"," ","       103"," ","    4.4","W,0122, ","","","",""," 188.0"," ,W,0526, ","   36.7","W,0709,+","","","","","      25.4","4","      25.4","W","   2199.9"," ,W","","","","","     26.27","W","     29.92","W","     22.61","W","","","","","        90","W","       130","W","","","","","      17.9","W","      24.6","W","",""
"USW00012839","2021","25.7881","-80.3169","8.8","MIAMI INTERNATIONAL AIRPORT, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","        16"," ","         1"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
