-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Regional 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = na meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M MERRA2 1/2x1/2 Specific Humidity at 2 Meters (g/kg) 
WS10M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 10 Meters (m/s) 
KT SRB/FLASHFlux 1/2x1/2 Insolation Clearness Index (dimensionless) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,QV2M,WS10M_RANGE,WS10M,ALLSKY_SFC_SW_DWN,PRECTOT,KT,CLRSKY_SFC_SW_DWN
34.75,-100.25,2020,04,16,    6.00,    8.26,    7.35,              7.47,    0.02,              0.74,              7.49
34.75,-99.75,2020,04,16,    6.57,    7.57,    7.86,              7.35,    0.02,              0.73,              7.38
34.75,-99.25,2020,04,16,    6.91,    9.76,    8.11,              7.35,    0.01,              0.73,              7.38
34.75,-98.75,2020,04,16,    6.97,   10.17,    8.12,              7.33,    0.00,              0.73,              7.33
34.75,-98.25,2020,04,16,    6.99,    8.80,    8.14,              7.33,    0.00,              0.73,              7.33
34.75,-97.75,2020,04,16,    7.01,    6.92,    8.05,              7.27,    0.00,              0.72,              7.33
34.75,-97.25,2020,04,16,    6.86,    6.15,    7.77,              7.27,    0.00,              0.72,              7.33
34.75,-96.75,2020,04,16,    6.81,    6.01,    7.26,              7.31,    0.00,              0.73,              7.35
35.25,-101.25,2020,04,16,    4.25,    7.94,    6.74,              7.64,    0.02,              0.76,              7.67
35.25,-100.75,2020,04,16,    4.85,    9.68,    6.92,              7.50,    0.05,              0.75,              7.52
35.25,-100.25,2020,04,16,    5.55,    8.19,    7.33,              7.50,    0.11,              0.75,              7.52
35.25,-99.75,2020,04,16,    6.19,   10.23,    7.75,              7.36,    0.15,              0.74,              7.38
35.25,-99.25,2020,04,16,    6.64,    8.62,    8.13,              7.36,    0.12,              0.74,              7.38
35.25,-98.75,2020,04,16,    6.77,   10.48,    8.25,              7.27,    0.05,              0.73,              7.30
35.25,-98.25,2020,04,16,    6.80,    9.76,    8.24,              7.27,    0.02,              0.73,              7.30
35.25,-97.75,2020,04,16,    6.82,    8.86,    8.24,              7.25,    0.01,              0.73,              7.28
35.25,-97.25,2020,04,16,    6.71,    6.57,    8.19,              7.25,    0.01,              0.73,              7.28
35.25,-96.75,2020,04,16,    6.71,    6.85,    7.71,              7.25,    0.00,              0.73,              7.28
35.75,-101.25,2020,04,16,    3.89,    8.87,    6.88,              7.64,    0.02,              0.76,              7.67
35.75,-100.75,2020,04,16,    4.42,    9.16,    7.27,              7.50,    0.11,              0.75,              7.52
35.75,-100.25,2020,04,16,    5.06,   10.79,    7.67,              7.50,    0.31,              0.75,              7.52
35.75,-99.75,2020,04,16,    5.69,    8.73,    8.13,              7.36,    0.50,              0.74,              7.38
35.75,-99.25,2020,04,16,    6.21,   11.10,    8.39,              7.36,    0.54,              0.74,              7.38
35.75,-98.75,2020,04,16,    6.44,   10.02,    8.53,              7.27,    0.36,              0.73,              7.30
35.75,-98.25,2020,04,16,    6.53,    9.73,    8.43,              7.27,    0.19,              0.73,              7.30
35.75,-97.75,2020,04,16,    6.62,    9.02,    8.23,              7.25,    0.11,              0.73,              7.28
35.75,-97.25,2020,04,16,    6.61,    8.51,    8.05,              7.25,    0.05,              0.73,              7.28
35.75,-96.75,2020,04,16,    6.66,    7.21,    7.67,              7.25,    0.02,              0.73,              7.28
36.25,-101.25,2020,04,16,    3.49,   10.03,    6.30,              7.57,    0.01,              0.76,              7.61
36.25,-100.75,2020,04,16,    4.04,   10.62,    6.78,              7.44,    0.07,              0.75,              7.51
36.25,-100.25,2020,04,16,    4.62,   11.04,    7.40,              7.44,    0.34,              0.75,              7.51
36.25,-99.75,2020,04,16,    5.20,    9.32,    7.94,              7.34,    0.76,              0.74,              7.37
36.25,-99.25,2020,04,16,    5.74,    9.63,    8.38,              7.34,    1.12,              0.74,              7.37
36.25,-98.75,2020,04,16,    6.12,   11.88,    8.54,              7.16,    1.13,              0.72,              7.24
36.25,-98.25,2020,04,16,    6.31,    8.61,    8.44,              7.16,    0.96,              0.72,              7.24
36.25,-97.75,2020,04,16,    6.42,   10.18,    8.15,              7.10,    0.90,              0.71,              7.20
36.25,-97.25,2020,04,16,    6.51,    9.48,    7.74,              7.10,    0.72,              0.71,              7.20
36.25,-96.75,2020,04,16,    6.61,    8.68,    7.51,              7.13,    0.59,              0.72,              7.19
36.75,-101.25,2020,04,16,    3.30,   11.88,    5.87,              7.57,    0.00,              0.76,              7.61
36.75,-100.75,2020,04,16,    3.76,   10.72,    6.48,              7.44,    0.01,              0.75,              7.51
36.75,-100.25,2020,04,16,    4.21,    9.19,    7.18,              7.44,    0.21,              0.75,              7.51
36.75,-99.75,2020,04,16,    4.70,    8.43,    7.59,              7.34,    0.73,              0.74,              7.37
36.75,-99.25,2020,04,16,    5.24,    9.47,    7.74,              7.34,    1.48,              0.74,              7.37
36.75,-98.75,2020,04,16,    5.84,    9.74,    7.94,              7.16,    2.12,              0.72,              7.24
36.75,-98.25,2020,04,16,    6.16,    9.09,    8.04,              7.16,    2.36,              0.72,              7.24
36.75,-97.75,2020,04,16,    6.24,    9.92,    8.04,              7.10,    2.41,              0.71,              7.20
36.75,-97.25,2020,04,16,    6.37,    9.00,    7.73,              7.10,    2.21,              0.71,              7.20
36.75,-96.75,2020,04,16,    6.53,    8.72,    7.49,              7.13,    2.02,              0.72,              7.19
37.25,-101.25,2020,04,16,    3.43,    9.49,    6.22,              7.45,    0.00,              0.75,              7.51
37.25,-100.75,2020,04,16,    3.73,    8.37,    6.72,              7.33,    0.01,              0.74,              7.44
37.25,-100.25,2020,04,16,    4.01,    8.13,    7.29,              7.33,    0.13,              0.74,              7.44
37.25,-99.75,2020,04,16,    4.33,    8.09,    7.75,              7.15,    0.70,              0.72,              7.35
37.25,-99.25,2020,04,16,    4.78,    7.88,    8.00,              7.15,    1.90,              0.72,              7.35
37.25,-98.75,2020,04,16,    5.44,    8.28,    8.00,              5.80,    3.81,              0.59,-999
37.25,-98.25,2020,04,16,    5.93,    9.71,    7.80,              5.80,    5.08,              0.59,-999
37.25,-97.75,2020,04,16,    6.07,    9.40,    7.87,              5.04,    5.18,              0.51,-999
37.25,-97.25,2020,04,16,    6.23,    8.66,    7.68,              5.04,    4.95,              0.51,-999
37.25,-96.75,2020,04,16,    6.43,    7.93,    7.51,              5.52,    4.97,              0.56,              7.11
32.75,-101.25,2020,04,17,    4.93,    7.82,    4.64,              2.80,    0.00,              0.27,-999
32.75,-100.75,2020,04,17,    5.09,    6.78,    4.82,              2.62,    0.00,              0.26,-999
32.75,-100.25,2020,04,17,    5.30,    6.82,    4.90,              2.62,    0.00,              0.26,-999
32.75,-99.75,2020,04,17,    5.57,    6.96,    4.85,              2.37,    0.00,              0.23,-999
32.75,-99.25,2020,04,17,    5.90,    6.85,    4.73,              2.37,    0.00,              0.23,-999
32.75,-98.75,2020,04,17,    6.30,    7.04,    4.69,              1.76,    0.00,              0.17,-999
32.75,-98.25,2020,04,17,    6.74,    5.96,    4.71,              1.76,    0.00,              0.17,-999
32.75,-97.75,2020,04,17,    7.08,    5.18,    4.69,              1.80,    0.00,              0.18,-999
32.75,-97.25,2020,04,17,    7.56,    4.64,    4.84,              1.80,    0.03,              0.18,-999
32.75,-96.75,2020,04,17,    7.94,    4.12,    4.87,              1.69,    0.11,              0.17,-999
33.25,-101.25,2020,04,17,    4.26,    7.51,    4.82,              4.98,    0.00,              0.49,-999
33.25,-100.75,2020,04,17,    4.49,    6.96,    4.92,              4.65,    0.00,              0.46,-999
33.25,-100.25,2020,04,17,    4.77,    7.17,    4.95,              4.65,    0.00,              0.46,-999
33.25,-99.75,2020,04,17,    5.11,    7.21,    4.92,              4.35,    0.00,              0.43,-999
33.25,-99.25,2020,04,17,    5.49,    7.15,    4.83,              4.35,    0.00,              0.43,-999
33.25,-98.75,2020,04,17,    5.88,    7.45,    4.70,              3.98,    0.00,              0.39,-999
33.25,-98.25,2020,04,17,    6.29,    6.87,    4.68,              3.98,    0.00,              0.39,-999
33.25,-97.75,2020,04,17,    6.61,    5.78,    4.66,              2.84,    0.00,              0.28,-999
33.25,-97.25,2020,04,17,    7.08,    4.70,    4.88,              2.84,    0.02,              0.28,-999
33.25,-96.75,2020,04,17,    7.43,    4.06,    4.96,              2.27,    0.07,              0.22,-999
33.75,-101.25,2020,04,17,    3.78,    7.39,    5.18,              4.98,    0.00,              0.49,-999
33.75,-100.75,2020,04,17,    4.02,    7.38,    5.19,              4.65,    0.00,              0.46,-999
33.75,-100.25,2020,04,17,    4.33,    7.58,    5.15,              4.65,    0.00,              0.46,-999
33.75,-99.75,2020,04,17,    4.70,    7.69,    5.03,              4.35,    0.00,              0.43,-999
33.75,-99.25,2020,04,17,    5.10,    7.32,    4.88,              4.35,    0.00,              0.43,-999
33.75,-98.75,2020,04,17,    5.46,    7.43,    4.74,              3.98,    0.00,              0.39,-999
33.75,-98.25,2020,04,17,    5.84,    6.88,    4.71,              3.98,    0.00,              0.39,-999
33.75,-97.75,2020,04,17,    6.15,    6.48,    4.66,              2.84,    0.00,              0.28,-999
33.75,-97.25,2020,04,17,    6.58,    5.85,    4.90,              2.84,    0.00,              0.28,-999
33.75,-96.75,2020,04,17,    6.89,    4.70,    4.90,              2.27,    0.03,              0.22,-999
34.25,-101.25,2020,04,17,    3.49,    7.68,    5.50,              6.63,    0.00,              0.66,-999
34.25,-100.75,2020,04,17,    3.69,    8.06,    5.56,              5.96,    0.00,              0.59,-999
34.25,-100.25,2020,04,17,    3.98,    8.22,    5.48,              5.96,    0.00,              0.59,-999
34.25,-99.75,2020,04,17,    4.34,    8.14,    5.30,              5.36,    0.00,              0.53,-999
34.25,-99.25,2020,04,17,    4.71,    7.80,    5.12,              5.36,    0.00,              0.53,-999
34.25,-98.75,2020,04,17,    5.02,    7.61,    5.03,              5.70,    0.00,              0.57,-999
34.25,-98.25,2020,04,17,    5.36,    7.54,    4.96,              5.70,    0.00,              0.57,-999
34.25,-97.75,2020,04,17,    5.65,    6.80,    4.86,              5.16,    0.00,              0.51,-999
34.25,-97.25,2020,04,17,    6.06,    6.35,    4.99,              5.16,    0.00,              0.51,-999
34.25,-96.75,2020,04,17,    6.32,    5.58,    4.87,              3.38,    0.01,              0.33,-999
34.75,-101.25,2020,04,17,    3.39,    8.27,    5.64,              6.63,    0.00,              0.66,-999
34.75,-100.75,2020,04,17,    3.55,    8.83,    5.82,              5.96,    0.00,              0.59,-999
34.75,-100.25,2020,04,17,    3.76,    8.82,    5.85,              5.96,    0.00,              0.59,-999
34.75,-99.75,2020,04,17,    4.01,    8.42,    5.77,              5.36,    0.00,              0.53,-999
34.75,-99.25,2020,04,17,    4.28,    8.11,    5.66,              5.36,    0.00,              0.53,-999
34.75,-98.75,2020,04,17,    4.53,    7.74,    5.64,              5.70,    0.00,              0.57,-999
34.75,-98.25,2020,04,17,    4.81,    7.42,    5.52,              5.70,    0.01,              0.57,-999
34.75,-97.75,2020,04,17,    5.08,    7.45,    5.35,              5.16,    0.01,              0.51,-999
34.75,-97.25,2020,04,17,    5.51,    6.14,    5.29,              5.16,    0.01,              0.51,-999
34.75,-96.75,2020,04,17,    5.81,    5.79,    5.08,              3.38,    0.01,              0.33,-999
35.25,-101.25,2020,04,17,    3.35,    9.83,    5.64,              7.34,    0.00,              0.73,              7.66
35.25,-100.75,2020,04,17,    3.45,   10.10,    5.89,              7.31,    0.01,              0.73,              7.59
35.25,-100.25,2020,04,17,    3.57,    9.77,    6.02,              7.31,    0.01,              0.73,              7.59
35.25,-99.75,2020,04,17,    3.71,    9.11,    6.07,              7.07,    0.01,              0.70,              7.53
35.25,-99.25,2020,04,17,    3.87,    8.16,    6.09,              7.07,    0.02,              0.70,              7.53
35.25,-98.75,2020,04,17,    4.06,    7.61,    6.12,              6.34,    0.05,              0.63,-999
35.25,-98.25,2020,04,17,    4.29,    7.09,    6.07,              6.34,    0.08,              0.63,-999
35.25,-97.75,2020,04,17,    4.54,    6.74,    5.96,              4.15,    0.10,              0.41,-999
35.25,-97.25,2020,04,17,    5.01,    6.05,    5.71,              4.15,    0.11,              0.41,-999
35.25,-96.75,2020,04,17,    5.38,    5.27,    5.41,              2.68,    0.09,              0.27,-999
35.75,-101.25,2020,04,17,    3.24,    9.98,    5.30,              7.34,    0.01,              0.73,              7.66
35.75,-100.75,2020,04,17,    3.28,   10.09,    5.62,              7.31,    0.05,              0.73,              7.59
35.75,-100.25,2020,04,17,    3.35,    9.77,    5.86,              7.31,    0.08,              0.73,              7.59
35.75,-99.75,2020,04,17,    3.44,    9.14,    6.03,              7.07,    0.09,              0.70,              7.53
35.75,-99.25,2020,04,17,    3.56,    8.30,    6.12,              7.07,    0.09,              0.70,              7.53
35.75,-98.75,2020,04,17,    3.70,    7.62,    6.16,              6.34,    0.18,              0.63,-999
35.75,-98.25,2020,04,17,    3.92,    7.11,    6.12,              6.34,    0.39,              0.63,-999
35.75,-97.75,2020,04,17,    4.14,    6.81,    6.08,              4.15,    0.50,              0.41,-999
35.75,-97.25,2020,04,17,    4.59,    6.43,    5.97,              4.15,    0.56,              0.41,-999
35.75,-96.75,2020,04,17,    4.99,    5.79,    5.67,              2.68,    0.57,              0.27,-999
36.25,-101.25,2020,04,17,    3.06,    9.41,    4.77,              7.49,    0.02,              0.75,              7.63
36.25,-100.75,2020,04,17,    3.07,    9.35,    5.13,              7.45,    0.12,              0.75,              7.58
36.25,-100.25,2020,04,17,    3.12,    8.82,    5.41,              7.45,    0.24,              0.75,              7.58
36.25,-99.75,2020,04,17,    3.22,    8.30,    5.62,              7.25,    0.25,              0.73,              7.52
36.25,-99.25,2020,04,17,    3.34,    7.73,    5.76,              7.25,    0.22,              0.73,              7.52
36.25,-98.75,2020,04,17,    3.50,    7.12,    5.82,              6.27,    0.37,              0.63,-999
36.25,-98.25,2020,04,17,    3.73,    6.87,    5.87,              6.27,    0.81,              0.63,-999
36.25,-97.75,2020,04,17,    3.85,    6.52,    5.90,              5.14,    0.84,              0.51,-999
36.25,-97.25,2020,04,17,    4.18,    6.27,    6.04,              5.14,    1.01,              0.51,-999
36.25,-96.75,2020,04,17,    4.58,    6.05,    5.85,              3.46,    1.20,              0.35,-999
36.75,-101.25,2020,04,17,    2.83,    8.69,    4.27,              7.49,    0.01,              0.75,              7.63
36.75,-100.75,2020,04,17,    2.84,    9.07,    4.57,              7.45,    0.09,              0.75,              7.58
36.75,-100.25,2020,04,17,    2.90,    8.49,    4.83,              7.45,    0.26,              0.75,              7.58
36.75,-99.75,2020,04,17,    3.02,    7.98,    5.08,              7.25,    0.34,              0.73,              7.52
36.75,-99.25,2020,04,17,    3.18,    7.47,    5.31,              7.25,    0.32,              0.73,              7.52
36.75,-98.75,2020,04,17,    3.36,    6.95,    5.48,              6.27,    0.31,              0.63,-999
36.75,-98.25,2020,04,17,    3.58,    6.85,    5.64,              6.27,    0.62,              0.63,-999
36.75,-97.75,2020,04,17,    3.65,    6.69,    5.76,              5.14,    0.56,              0.51,-999
36.75,-97.25,2020,04,17,    3.84,    6.47,    6.07,              5.14,    0.80,              0.51,-999
36.75,-96.75,2020,04,17,    4.17,    6.62,    6.05,              3.46,    1.17,              0.35,-999
37.25,-101.25,2020,04,17,    2.63,    7.72,    3.99,              7.44,    0.00,              0.75,              7.66
37.25,-100.75,2020,04,17,    2.64,    8.39,    4.31,              7.50,    0.01,              0.75,              7.61
37.25,-100.25,2020,04,17,    2.72,    8.60,    4.62,              7.50,    0.14,              0.75,              7.61
37.25,-99.75,2020,04,17,    2.86,    8.29,    4.92,              7.28,    0.34,              0.73,              7.56
37.25,-99.25,2020,04,17,    3.04,    7.95,    5.19,              7.28,    0.51,              0.73,              7.56
37.25,-98.75,2020,04,17,    3.22,    7.63,    5.39,              6.22,    0.45,              0.63,              7.49
37.25,-98.25,2020,04,17,    3.41,    7.40,    5.55,              6.22,    0.39,              0.63,              7.49
37.25,-97.75,2020,04,17,    3.49,    7.03,    5.68,              5.10,    0.43,              0.51,-999
37.25,-97.25,2020,04,17,    3.64,    7.19,    6.03,              5.10,    0.79,              0.51,-999
37.25,-96.75,2020,04,17,    3.86,    7.27,    6.12,              3.87,    1.04,              0.39,-999
32.75,-101.25,2020,04,18,    5.99,    5.84,    3.70,              4.38,    0.00,              0.43,-999
32.75,-100.75,2020,04,18,    6.61,    6.00,    3.68,              3.37,    0.01,              0.33,-999
32.75,-100.25,2020,04,18,    7.18,    5.68,    3.79,              3.37,    0.02,              0.33,-999
32.75,-99.75,2020,04,18,    7.50,    4.86,    3.90,              2.70,    0.03,              0.26,-999
32.75,-99.25,2020,04,18,    7.54,    4.41,    3.92,              2.70,    0.03,              0.26,-999
32.75,-98.75,2020,04,18,    7.39,    3.87,    3.73,              3.27,    0.01,              0.32,-999
32.75,-98.25,2020,04,18,    7.37,    2.83,    3.33,              3.27,    0.03,              0.32,-999
32.75,-97.75,2020,04,18,    7.45,    2.13,    3.10,              5.13,    0.04,              0.50,-999
32.75,-97.25,2020,04,18,    7.48,    1.74,    2.99,              5.13,    0.08,              0.50,-999
32.75,-96.75,2020,04,18,    7.74,    1.85,    3.00,              6.43,    0.24,              0.63,-999
33.25,-101.25,2020,04,18,    5.75,    5.82,    4.08,              4.59,    0.00,              0.45,-999
33.25,-100.75,2020,04,18,    6.35,    6.34,    3.88,              3.85,    0.00,              0.38,-999
33.25,-100.25,2020,04,18,    6.86,    6.10,    3.83,              3.85,    0.01,              0.38,-999
33.25,-99.75,2020,04,18,    7.14,    5.64,    3.89,              3.89,    0.02,              0.38,-999
33.25,-99.25,2020,04,18,    7.17,    5.33,    3.92,              3.89,    0.02,              0.38,-999
33.25,-98.75,2020,04,18,    7.07,    4.71,    3.80,              4.95,    0.01,              0.49,-999
33.25,-98.25,2020,04,18,    7.08,    3.30,    3.44,              4.95,    0.02,              0.49,-999
33.25,-97.75,2020,04,18,    7.15,    2.73,    3.18,              5.17,    0.02,              0.51,-999
33.25,-97.25,2020,04,18,    7.17,    2.11,    3.05,              5.17,    0.06,              0.51,-999
33.25,-96.75,2020,04,18,    7.43,    1.79,    3.12,              5.67,    0.27,              0.56,-999
33.75,-101.25,2020,04,18,    5.52,    5.00,    4.99,              4.59,    0.00,              0.45,-999
33.75,-100.75,2020,04,18,    6.05,    5.13,    4.52,              3.85,    0.00,              0.38,-999
33.75,-100.25,2020,04,18,    6.50,    5.26,    4.19,              3.85,    0.00,              0.38,-999
33.75,-99.75,2020,04,18,    6.76,    5.45,    4.02,              3.89,    0.00,              0.38,-999
33.75,-99.25,2020,04,18,    6.80,    5.49,    3.95,              3.89,    0.00,              0.38,-999
33.75,-98.75,2020,04,18,    6.72,    5.30,    3.81,              4.95,    0.00,              0.49,-999
33.75,-98.25,2020,04,18,    6.77,    4.39,    3.54,              4.95,    0.01,              0.49,-999
33.75,-97.75,2020,04,18,    6.88,    3.57,    3.26,              5.17,    0.01,              0.51,-999
33.75,-97.25,2020,04,18,    6.89,    2.99,    3.09,              5.17,    0.05,              0.51,-999
33.75,-96.75,2020,04,18,    7.10,    2.53,    3.11,              5.67,    0.24,              0.56,-999
34.25,-101.25,2020,04,18,    5.35,    5.06,    5.64,              7.03,    0.00,              0.69,              7.65
34.25,-100.75,2020,04,18,    5.82,    5.13,    5.06,              6.26,    0.00,              0.62,-999
34.25,-100.25,2020,04,18,    6.20,    5.29,    4.64,              6.26,    0.00,              0.62,-999
34.25,-99.75,2020,04,18,    6.41,    5.58,    4.33,              6.50,    0.00,              0.64,              7.45
34.25,-99.25,2020,04,18,    6.45,    5.52,    4.13,              6.50,    0.00,              0.64,              7.45
34.25,-98.75,2020,04,18,    6.39,    4.84,    3.95,              6.40,    0.00,              0.63,-999
34.25,-98.25,2020,04,18,    6.46,    4.40,    3.69,              6.40,    0.00,              0.63,-999
34.25,-97.75,2020,04,18,    6.60,    3.71,    3.41,              5.73,    0.01,              0.57,-999
34.25,-97.25,2020,04,18,    6.59,    3.24,    3.19,              5.73,    0.03,              0.57,-999
34.25,-96.75,2020,04,18,    6.73,    2.79,    3.16,              5.72,    0.12,              0.56,              7.35
34.75,-101.25,2020,04,18,    5.26,    5.23,    5.88,              7.03,    0.00,              0.69,              7.65
34.75,-100.75,2020,04,18,    5.70,    5.44,    5.46,              6.26,    0.00,              0.62,-999
34.75,-100.25,2020,04,18,    5.99,    5.64,    5.10,              6.26,    0.00,              0.62,-999
34.75,-99.75,2020,04,18,    6.12,    5.76,    4.79,              6.50,    0.00,              0.64,              7.45
34.75,-99.25,2020,04,18,    6.11,    5.68,    4.55,              6.50,    0.00,              0.64,              7.45
34.75,-98.75,2020,04,18,    6.04,    5.17,    4.36,              6.40,    0.00,              0.63,-999
34.75,-98.25,2020,04,18,    6.12,    4.41,    4.06,              6.40,    0.00,              0.63,-999
34.75,-97.75,2020,04,18,    6.24,    3.77,    3.78,              5.73,    0.00,              0.57,-999
34.75,-97.25,2020,04,18,    6.23,    3.19,    3.51,              5.73,    0.01,              0.57,-999
34.75,-96.75,2020,04,18,    6.38,    3.01,    3.40,              5.72,    0.04,              0.56,              7.35
35.25,-101.25,2020,04,18,    5.14,    4.78,    6.43,              7.37,    0.00,              0.73,              7.66
35.25,-100.75,2020,04,18,    5.59,    5.27,    6.45,              7.14,    0.00,              0.71,              7.55
35.25,-100.25,2020,04,18,    5.82,    5.72,    6.14,              7.14,    0.00,              0.71,              7.55
35.25,-99.75,2020,04,18,    5.87,    6.06,    5.68,              7.29,    0.00,              0.72,              7.49
35.25,-99.25,2020,04,18,    5.81,    6.09,    5.24,              7.29,    0.00,              0.72,              7.49
35.25,-98.75,2020,04,18,    5.72,    5.79,    4.93,              7.36,    0.00,              0.73,              7.47
35.25,-98.25,2020,04,18,    5.78,    5.22,    4.59,              7.36,    0.00,              0.73,              7.47
35.25,-97.75,2020,04,18,    5.86,    4.59,    4.27,              7.16,    0.00,              0.71,              7.41
35.25,-97.25,2020,04,18,    5.83,    3.87,    3.88,              7.16,    0.00,              0.71,              7.41
35.25,-96.75,2020,04,18,    6.00,    3.42,    3.63,              7.18,    0.01,              0.71,              7.38
35.75,-101.25,2020,04,18,    4.87,    5.11,    6.91,              7.37,    0.00,              0.73,              7.66
35.75,-100.75,2020,04,18,    5.38,    5.04,    7.33,              7.14,    0.00,              0.71,              7.55
35.75,-100.25,2020,04,18,    5.60,    5.63,    7.22,              7.14,    0.00,              0.71,              7.55
35.75,-99.75,2020,04,18,    5.63,    6.10,    6.74,              7.29,    0.00,              0.72,              7.49
35.75,-99.25,2020,04,18,    5.55,    6.33,    6.14,              7.29,    0.00,              0.72,              7.49
35.75,-98.75,2020,04,18,    5.44,    6.31,    5.67,              7.36,    0.00,              0.73,              7.47
35.75,-98.25,2020,04,18,    5.48,    5.86,    5.10,              7.36,    0.00,              0.73,              7.47
35.75,-97.75,2020,04,18,    5.56,    5.15,    4.63,              7.16,    0.00,              0.71,              7.41
35.75,-97.25,2020,04,18,    5.52,    4.31,    4.17,              7.16,    0.00,              0.71,              7.41
35.75,-96.75,2020,04,18,    5.67,    3.69,    3.83,              7.18,    0.01,              0.71,              7.38
36.25,-101.25,2020,04,18,    4.49,    6.28,    6.94,              7.27,    0.00,              0.72,              7.63
36.25,-100.75,2020,04,18,    5.09,    5.74,    7.41,              6.98,    0.00,              0.70,              7.56
36.25,-100.25,2020,04,18,    5.37,    5.62,    7.55,              6.98,    0.00,              0.70,              7.56
36.25,-99.75,2020,04,18,    5.42,    5.87,    7.22,              7.45,    0.00,              0.74,              7.50
36.25,-99.25,2020,04,18,    5.35,    6.08,    6.59,              7.45,    0.00,              0.74,              7.50
36.25,-98.75,2020,04,18,    5.24,    6.11,    5.98,              7.38,    0.00,              0.74,              7.45
36.25,-98.25,2020,04,18,    5.29,    5.61,    5.29,              7.38,    0.00,              0.74,              7.45
36.25,-97.75,2020,04,18,    5.32,    4.93,    4.82,              7.20,    0.00,              0.72,              7.40
36.25,-97.25,2020,04,18,    5.24,    4.61,    4.46,              7.20,    0.00,              0.72,              7.40
36.25,-96.75,2020,04,18,    5.38,    4.40,    4.20,              7.25,    0.01,              0.72,              7.37
36.75,-101.25,2020,04,18,    4.28,    8.24,    6.41,              7.27,    0.01,              0.72,              7.63
36.75,-100.75,2020,04,18,    4.85,    8.59,    6.72,              6.98,    0.06,              0.70,              7.56
36.75,-100.25,2020,04,18,    5.15,    7.24,    6.88,              6.98,    0.10,              0.70,              7.56
36.75,-99.75,2020,04,18,    5.23,    6.30,    6.65,              7.45,    0.11,              0.74,              7.50
36.75,-99.25,2020,04,18,    5.18,    5.91,    6.17,              7.45,    0.08,              0.74,              7.50
36.75,-98.75,2020,04,18,    5.11,    5.71,    5.69,              7.38,    0.05,              0.74,              7.45
36.75,-98.25,2020,04,18,    5.18,    5.39,    5.31,              7.38,    0.01,              0.74,              7.45
36.75,-97.75,2020,04,18,    5.11,    5.19,    5.02,              7.20,    0.02,              0.72,              7.40
36.75,-97.25,2020,04,18,    4.98,    5.00,    4.80,              7.20,    0.01,              0.72,              7.40
36.75,-96.75,2020,04,18,    5.14,    4.71,    4.60,              7.25,    0.02,              0.72,              7.37
37.25,-101.25,2020,04,18,    4.31,    8.86,    5.69,              6.44,    0.10,              0.64,              7.56
37.25,-100.75,2020,04,18,    4.73,    7.97,    5.88,              7.37,    0.60,              0.74,              7.50
37.25,-100.25,2020,04,18,    4.96,    7.40,    6.12,              7.37,    1.06,              0.74,              7.50
37.25,-99.75,2020,04,18,    5.05,    6.52,    6.13,              7.36,    1.18,              0.74,              7.45
37.25,-99.25,2020,04,18,    5.03,    6.02,    5.97,              7.36,    0.92,              0.74,              7.45
37.25,-98.75,2020,04,18,    5.00,    5.90,    5.73,              7.32,    0.53,              0.73,              7.42
37.25,-98.25,2020,04,18,    5.05,    5.69,    5.54,              7.32,    0.19,              0.73,              7.42
37.25,-97.75,2020,04,18,    4.96,    5.52,    5.35,              7.29,    0.19,              0.73,              7.39
37.25,-97.25,2020,04,18,    4.83,    5.28,    5.21,              7.29,    0.09,              0.73,              7.39
37.25,-96.75,2020,04,18,    4.98,    4.98,    5.04,              7.27,    0.01,              0.73,              7.35
32.75,-101.25,2020,04,19,    5.34,    7.14,    5.32,              7.79,    0.00,              0.76,              7.83
32.75,-100.75,2020,04,19,    6.36,    6.03,    5.31,              7.71,    0.01,              0.75,              7.74
32.75,-100.25,2020,04,19,    7.29,    5.66,    5.42,              7.71,    0.02,              0.75,              7.74
32.75,-99.75,2020,04,19,    8.10,    5.01,    5.48,              7.62,    0.02,              0.74,              7.65
32.75,-99.25,2020,04,19,    8.75,    4.74,    5.43,              7.62,    0.02,              0.74,              7.65
32.75,-98.75,2020,04,19,    9.25,    5.01,    5.32,              7.47,    0.01,              0.73,              7.50
32.75,-98.25,2020,04,19,    9.91,    4.61,    5.00,              7.47,    0.21,              0.73,              7.50
32.75,-97.75,2020,04,19,   10.34,    4.12,    4.77,              6.39,    0.36,              0.62,              7.32
