LAT,LON,YEAR,MO,DY,Humidity,Wind Speed, Sky Insolation on a Horizontal Surface (kW-hr/m^2/day) ,Precipitation mm/day
35.25,-97.25,2020,4,15,4.25,4.3,7.43,0
35.25,-96.75,2020,4,15,4.47,3.87,7.37,0
35.75,-101.25,2020,4,15,2.78,5.58,7.64,0
35.75,-100.75,2020,4,15,3,5.74,6.67,0
35.75,-100.25,2020,4,15,3.33,5.96,6.67,0
35.75,-99.75,2020,4,15,3.6,6.19,6.86,0
35.75,-99.25,2020,4,15,3.73,6.37,6.86,0
35.75,-98.75,2020,4,15,3.75,6.22,7.39,0
35.75,-98.25,2020,4,15,3.81,5.77,7.39,0
35.75,-97.75,2020,4,15,3.96,5.26,7.43,0
35.75,-97.25,2020,4,15,4.13,4.67,7.43,0
35.75,-96.75,2020,4,15,4.4,4.23,7.37,0
36.25,-101.25,2020,4,15,2.63,4.61,7.51,0
36.25,-100.75,2020,4,15,2.8,4.93,7.31,0
36.25,-100.25,2020,4,15,3.04,5.34,7.31,0
36.25,-99.75,2020,4,15,3.3,5.7,6.06,0
36.25,-99.25,2020,4,15,3.52,6,6.06,0
36.25,-98.75,2020,4,15,3.61,6.08,6.36,0
36.25,-98.25,2020,4,15,3.72,5.56,6.36,0
36.25,-97.75,2020,4,15,3.82,5.12,7.17,0
36.25,-97.25,2020,4,15,3.97,4.71,7.17,0
36.25,-96.75,2020,4,15,4.26,4.47,7.21,0
36.75,-101.25,2020,4,15,2.54,3.62,7.51,0
36.75,-100.75,2020,4,15,2.73,3.97,7.31,0
36.75,-100.25,2020,4,15,2.93,4.4,7.31,0
36.75,-99.75,2020,4,15,3.14,4.68,6.06,0
36.75,-99.25,2020,4,15,3.37,4.84,6.06,0
36.75,-98.75,2020,4,15,3.56,5.21,6.36,0
36.75,-98.25,2020,4,15,3.7,5,6.36,0
36.75,-97.75,2020,4,15,3.72,4.77,7.17,0
36.75,-97.25,2020,4,15,3.8,4.59,7.17,0
36.75,-96.75,2020,4,15,4.1,4.59,7.21,0
37.25,-101.25,2020,4,15,2.51,3.12,7.44,0
37.25,-100.75,2020,4,15,2.72,3.4,7.34,0
37.25,-100.25,2020,4,15,2.93,3.64,7.34,0
37.25,-99.75,2020,4,15,3.12,3.82,6.87,0
37.25,-99.25,2020,4,15,3.32,4,6.87,0
37.25,-98.75,2020,4,15,3.52,4.65,6.34,0
37.25,-98.25,2020,4,15,3.64,4.65,6.34,0
37.25,-97.75,2020,4,15,3.66,4.44,6.98,0
37.25,-97.25,2020,4,15,3.74,4.29,6.98,0
37.25,-96.75,2020,4,15,4.02,4.31,7.17,0
32.75,-101.25,2020,4,16,6.66,8.57,7.59,0
32.75,-100.75,2020,4,16,6.94,8.71,7.49,0
32.75,-100.25,2020,4,16,7.12,8.73,7.49,0.02
32.75,-99.75,2020,4,16,7.17,8.51,7.43,0.05
32.75,-99.25,2020,4,16,7.13,8.11,7.43,0.09
32.75,-98.75,2020,4,16,7.13,7.69,7.38,0.15
32.75,-98.25,2020,4,16,7.26,7.06,7.38,0.13
32.75,-97.75,2020,4,16,7.25,6.54,7.36,0.14
32.75,-97.25,2020,4,16,7.03,6.09,7.36,0.09
32.75,-96.75,2020,4,16,6.96,5.77,7.34,0
33.25,-101.25,2020,4,16,6.24,8.34,7.61,0
33.25,-100.75,2020,4,16,6.66,8.61,7.46,0.01
33.25,-100.25,2020,4,16,6.95,8.66,7.46,0.04
33.25,-99.75,2020,4,16,7.1,8.58,7.38,0.07
33.25,-99.25,2020,4,16,7.14,8.39,7.38,0.1
33.25,-98.75,2020,4,16,7.13,8.11,7.33,0.12
33.25,-98.25,2020,4,16,7.23,7.58,7.33,0.12
33.25,-97.75,2020,4,16,7.17,7.03,7.33,0.09
33.25,-97.25,2020,4,16,6.98,6.52,7.33,0.04
33.25,-96.75,2020,4,16,6.93,6.23,7.36,0
33.75,-101.25,2020,4,16,5.68,8.1,7.61,0
33.75,-100.75,2020,4,16,6.28,8.53,7.46,0.01
33.75,-100.25,2020,4,16,6.71,8.63,7.46,0.03
33.75,-99.75,2020,4,16,6.98,8.59,7.38,0.05
33.75,-99.25,2020,4,16,7.09,8.47,7.38,0.06
33.75,-98.75,2020,4,16,7.07,8.34,7.33,0.05
33.75,-98.25,2020,4,16,7.13,8.04,7.33,0.06
33.75,-97.75,2020,4,16,7.13,7.5,7.33,0.03
33.75,-97.25,2020,4,16,6.98,6.91,7.33,0.01
33.75,-96.75,2020,4,16,6.92,6.51,7.36,0
34.25,-101.25,2020,4,16,5.04,7.4,7.64,0
34.25,-100.75,2020,4,16,5.79,7.8,7.47,0
34.25,-100.25,2020,4,16,6.39,8.16,7.47,0.01
34.25,-99.75,2020,4,16,6.81,8.36,7.35,0.01
34.25,-99.25,2020,4,16,7.03,8.32,7.35,0.02
34.25,-98.75,2020,4,16,7.05,8.21,7.33,0.01
34.25,-98.25,2020,4,16,7.08,8.15,7.33,0.01
34.25,-97.75,2020,4,16,7.12,7.81,7.27,0.01
34.25,-97.25,2020,4,16,6.97,7.27,7.27,0
34.25,-96.75,2020,4,16,6.89,6.74,7.31,0
34.75,-101.25,2020,4,16,4.56,6.67,7.64,0.01
34.75,-100.75,2020,4,16,5.29,6.84,7.47,0.01
34.75,-100.25,2020,4,16,6,7.35,7.47,0.02
34.75,-99.75,2020,4,16,6.57,7.86,7.35,0.02
34.75,-99.25,2020,4,16,6.91,8.11,7.35,0.01
34.75,-98.75,2020,4,16,6.97,8.12,7.33,0
34.75,-98.25,2020,4,16,6.99,8.14,7.33,0
34.75,-97.75,2020,4,16,7.01,8.05,7.27,0
34.75,-97.25,2020,4,16,6.86,7.77,7.27,0
34.75,-96.75,2020,4,16,6.81,7.26,7.31,0
35.25,-101.25,2020,4,16,4.25,6.74,7.64,0.02
35.25,-100.75,2020,4,16,4.85,6.92,7.5,0.05
35.25,-100.25,2020,4,16,5.55,7.33,7.5,0.11
35.25,-99.75,2020,4,16,6.19,7.75,7.36,0.15
35.25,-99.25,2020,4,16,6.64,8.13,7.36,0.12
35.25,-98.75,2020,4,16,6.77,8.25,7.27,0.05
35.25,-98.25,2020,4,16,6.8,8.24,7.27,0.02
35.25,-97.75,2020,4,16,6.82,8.24,7.25,0.01
35.25,-97.25,2020,4,16,6.71,8.19,7.25,0.01
35.25,-96.75,2020,4,16,6.71,7.71,7.25,0
35.75,-101.25,2020,4,16,3.89,6.88,7.64,0.02
35.75,-100.75,2020,4,16,4.42,7.27,7.5,0.11
35.75,-100.25,2020,4,16,5.06,7.67,7.5,0.31
35.75,-99.75,2020,4,16,5.69,8.13,7.36,0.5
35.75,-99.25,2020,4,16,6.21,8.39,7.36,0.54
35.75,-98.75,2020,4,16,6.44,8.53,7.27,0.36
35.75,-98.25,2020,4,16,6.53,8.43,7.27,0.19
35.75,-97.75,2020,4,16,6.62,8.23,7.25,0.11
35.75,-97.25,2020,4,16,6.61,8.05,7.25,0.05
35.75,-96.75,2020,4,16,6.66,7.67,7.25,0.02
36.25,-101.25,2020,4,16,3.49,6.3,7.57,0.01
36.25,-100.75,2020,4,16,4.04,6.78,7.44,0.07
36.25,-100.25,2020,4,16,4.62,7.4,7.44,0.34
36.25,-99.75,2020,4,16,5.2,7.94,7.34,0.76
36.25,-99.25,2020,4,16,5.74,8.38,7.34,1.12
36.25,-98.75,2020,4,16,6.12,8.54,7.16,1.13
36.25,-98.25,2020,4,16,6.31,8.44,7.16,0.96
36.25,-97.75,2020,4,16,6.42,8.15,7.1,0.9
36.25,-97.25,2020,4,16,6.51,7.74,7.1,0.72
36.25,-96.75,2020,4,16,6.61,7.51,7.13,0.59
36.75,-101.25,2020,4,16,3.3,5.87,7.57,0
36.75,-100.75,2020,4,16,3.76,6.48,7.44,0.01
36.75,-100.25,2020,4,16,4.21,7.18,7.44,0.21
36.75,-99.75,2020,4,16,4.7,7.59,7.34,0.73
36.75,-99.25,2020,4,16,5.24,7.74,7.34,1.48
36.75,-98.75,2020,4,16,5.84,7.94,7.16,2.12
36.75,-98.25,2020,4,16,6.16,8.04,7.16,2.36
36.75,-97.75,2020,4,16,6.24,8.04,7.1,2.41
36.75,-97.25,2020,4,16,6.37,7.73,7.1,2.21
36.75,-96.75,2020,4,16,6.53,7.49,7.13,2.02
37.25,-101.25,2020,4,16,3.43,6.22,7.45,0
37.25,-100.75,2020,4,16,3.73,6.72,7.33,0.01
37.25,-100.25,2020,4,16,4.01,7.29,7.33,0.13
37.25,-99.75,2020,4,16,4.33,7.75,7.15,0.7
37.25,-99.25,2020,4,16,4.78,8,7.15,1.9
37.25,-98.75,2020,4,16,5.44,8,5.8,3.81
37.25,-98.25,2020,4,16,5.93,7.8,5.8,5.08
37.25,-97.75,2020,4,16,6.07,7.87,5.04,5.18
37.25,-97.25,2020,4,16,6.23,7.68,5.04,4.95
37.25,-96.75,2020,4,16,6.43,7.51,5.52,4.97
32.75,-101.25,2020,4,17,4.93,4.64,2.8,0
32.75,-100.75,2020,4,17,5.09,4.82,2.62,0
32.75,-100.25,2020,4,17,5.3,4.9,2.62,0
32.75,-99.75,2020,4,17,5.57,4.85,2.37,0
32.75,-99.25,2020,4,17,5.9,4.73,2.37,0
32.75,-98.75,2020,4,17,6.3,4.69,1.76,0
32.75,-98.25,2020,4,17,6.74,4.71,1.76,0
32.75,-97.75,2020,4,17,7.08,4.69,1.8,0
32.75,-97.25,2020,4,17,7.56,4.84,1.8,0.03
32.75,-96.75,2020,4,17,7.94,4.87,1.69,0.11
33.25,-101.25,2020,4,17,4.26,4.82,4.98,0
33.25,-100.75,2020,4,17,4.49,4.92,4.65,0
33.25,-100.25,2020,4,17,4.77,4.95,4.65,0
33.25,-99.75,2020,4,17,5.11,4.92,4.35,0
33.25,-99.25,2020,4,17,5.49,4.83,4.35,0
33.25,-98.75,2020,4,17,5.88,4.7,3.98,0
33.25,-98.25,2020,4,17,6.29,4.68,3.98,0
33.25,-97.75,2020,4,17,6.61,4.66,2.84,0
33.25,-97.25,2020,4,17,7.08,4.88,2.84,0.02
33.25,-96.75,2020,4,17,7.43,4.96,2.27,0.07
33.75,-101.25,2020,4,17,3.78,5.18,4.98,0
33.75,-100.75,2020,4,17,4.02,5.19,4.65,0
33.75,-100.25,2020,4,17,4.33,5.15,4.65,0
33.75,-99.75,2020,4,17,4.7,5.03,4.35,0
33.75,-99.25,2020,4,17,5.1,4.88,4.35,0
33.75,-98.75,2020,4,17,5.46,4.74,3.98,0
33.75,-98.25,2020,4,17,5.84,4.71,3.98,0
33.75,-97.75,2020,4,17,6.15,4.66,2.84,0
33.75,-97.25,2020,4,17,6.58,4.9,2.84,0
33.75,-96.75,2020,4,17,6.89,4.9,2.27,0.03
34.25,-101.25,2020,4,17,3.49,5.5,6.63,0
34.25,-100.75,2020,4,17,3.69,5.56,5.96,0
34.25,-100.25,2020,4,17,3.98,5.48,5.96,0
34.25,-99.75,2020,4,17,4.34,5.3,5.36,0
34.25,-99.25,2020,4,17,4.71,5.12,5.36,0
34.25,-98.75,2020,4,17,5.02,5.03,5.7,0
34.25,-98.25,2020,4,17,5.36,4.96,5.7,0
34.25,-97.75,2020,4,17,5.65,4.86,5.16,0
34.25,-97.25,2020,4,17,6.06,4.99,5.16,0
34.25,-96.75,2020,4,17,6.32,4.87,3.38,0.01
34.75,-101.25,2020,4,17,3.39,5.64,6.63,0
34.75,-100.75,2020,4,17,3.55,5.82,5.96,0
34.75,-100.25,2020,4,17,3.76,5.85,5.96,0
34.75,-99.75,2020,4,17,4.01,5.77,5.36,0
34.75,-99.25,2020,4,17,4.28,5.66,5.36,0
34.75,-98.75,2020,4,17,4.53,5.64,5.7,0
34.75,-98.25,2020,4,17,4.81,5.52,5.7,0.01
34.75,-97.75,2020,4,17,5.08,5.35,5.16,0.01
34.75,-97.25,2020,4,17,5.51,5.29,5.16,0.01
34.75,-96.75,2020,4,17,5.81,5.08,3.38,0.01
35.25,-101.25,2020,4,17,3.35,5.64,7.34,0
35.25,-100.75,2020,4,17,3.45,5.89,7.31,0.01
35.25,-100.25,2020,4,17,3.57,6.02,7.31,0.01
35.25,-99.75,2020,4,17,3.71,6.07,7.07,0.01
35.25,-99.25,2020,4,17,3.87,6.09,7.07,0.02
35.25,-98.75,2020,4,17,4.06,6.12,6.34,0.05
35.25,-98.25,2020,4,17,4.29,6.07,6.34,0.08
35.25,-97.75,2020,4,17,4.54,5.96,4.15,0.1
35.25,-97.25,2020,4,17,5.01,5.71,4.15,0.11
35.25,-96.75,2020,4,17,5.38,5.41,2.68,0.09
35.75,-101.25,2020,4,17,3.24,5.3,7.34,0.01
35.75,-100.75,2020,4,17,3.28,5.62,7.31,0.05
35.75,-100.25,2020,4,17,3.35,5.86,7.31,0.08
35.75,-99.75,2020,4,17,3.44,6.03,7.07,0.09
35.75,-99.25,2020,4,17,3.56,6.12,7.07,0.09
35.75,-98.75,2020,4,17,3.7,6.16,6.34,0.18
35.75,-98.25,2020,4,17,3.92,6.12,6.34,0.39
35.75,-97.75,2020,4,17,4.14,6.08,4.15,0.5
35.75,-97.25,2020,4,17,4.59,5.97,4.15,0.56
35.75,-96.75,2020,4,17,4.99,5.67,2.68,0.57
36.25,-101.25,2020,4,17,3.06,4.77,7.49,0.02
36.25,-100.75,2020,4,17,3.07,5.13,7.45,0.12
36.25,-100.25,2020,4,17,3.12,5.41,7.45,0.24
36.25,-99.75,2020,4,17,3.22,5.62,7.25,0.25
36.25,-99.25,2020,4,17,3.34,5.76,7.25,0.22
36.25,-98.75,2020,4,17,3.5,5.82,6.27,0.37
36.25,-98.25,2020,4,17,3.73,5.87,6.27,0.81
36.25,-97.75,2020,4,17,3.85,5.9,5.14,0.84
36.25,-97.25,2020,4,17,4.18,6.04,5.14,1.01
36.25,-96.75,2020,4,17,4.58,5.85,3.46,1.2
36.75,-101.25,2020,4,17,2.83,4.27,7.49,0.01
36.75,-100.75,2020,4,17,2.84,4.57,7.45,0.09
36.75,-100.25,2020,4,17,2.9,4.83,7.45,0.26
36.75,-99.75,2020,4,17,3.02,5.08,7.25,0.34
36.75,-99.25,2020,4,17,3.18,5.31,7.25,0.32
36.75,-98.75,2020,4,17,3.36,5.48,6.27,0.31
36.75,-98.25,2020,4,17,3.58,5.64,6.27,0.62
36.75,-97.75,2020,4,17,3.65,5.76,5.14,0.56
36.75,-97.25,2020,4,17,3.84,6.07,5.14,0.8
36.75,-96.75,2020,4,17,4.17,6.05,3.46,1.17
37.25,-101.25,2020,4,17,2.63,3.99,7.44,0
37.25,-100.75,2020,4,17,2.64,4.31,7.5,0.01
37.25,-100.25,2020,4,17,2.72,4.62,7.5,0.14
37.25,-99.75,2020,4,17,2.86,4.92,7.28,0.34
37.25,-99.25,2020,4,17,3.04,5.19,7.28,0.51
37.25,-98.75,2020,4,17,3.22,5.39,6.22,0.45
37.25,-98.25,2020,4,17,3.41,5.55,6.22,0.39
37.25,-97.75,2020,4,17,3.49,5.68,5.1,0.43
37.25,-97.25,2020,4,17,3.64,6.03,5.1,0.79
37.25,-96.75,2020,4,17,3.86,6.12,3.87,1.04
32.75,-101.25,2020,4,18,5.99,3.7,4.38,0
32.75,-100.75,2020,4,18,6.61,3.68,3.37,0.01
32.75,-100.25,2020,4,18,7.18,3.79,3.37,0.02
32.75,-99.75,2020,4,18,7.5,3.9,2.7,0.03
32.75,-99.25,2020,4,18,7.54,3.92,2.7,0.03
32.75,-98.75,2020,4,18,7.39,3.73,3.27,0.01
32.75,-98.25,2020,4,18,7.37,3.33,3.27,0.03
32.75,-97.75,2020,4,18,7.45,3.1,5.13,0.04
32.75,-97.25,2020,4,18,7.48,2.99,5.13,0.08
32.75,-96.75,2020,4,18,7.74,3,6.43,0.24
33.25,-101.25,2020,4,18,5.75,4.08,4.59,0
33.25,-100.75,2020,4,18,6.35,3.88,3.85,0
33.25,-100.25,2020,4,18,6.86,3.83,3.85,0.01
33.25,-99.75,2020,4,18,7.14,3.89,3.89,0.02
33.25,-99.25,2020,4,18,7.17,3.92,3.89,0.02
33.25,-98.75,2020,4,18,7.07,3.8,4.95,0.01
33.25,-98.25,2020,4,18,7.08,3.44,4.95,0.02
33.25,-97.75,2020,4,18,7.15,3.18,5.17,0.02
33.25,-97.25,2020,4,18,7.17,3.05,5.17,0.06
33.25,-96.75,2020,4,18,7.43,3.12,5.67,0.27
33.75,-101.25,2020,4,18,5.52,4.99,4.59,0
33.75,-100.75,2020,4,18,6.05,4.52,3.85,0
33.75,-100.25,2020,4,18,6.5,4.19,3.85,0
33.75,-99.75,2020,4,18,6.76,4.02,3.89,0
33.75,-99.25,2020,4,18,6.8,3.95,3.89,0
33.75,-98.75,2020,4,18,6.72,3.81,4.95,0
33.75,-98.25,2020,4,18,6.77,3.54,4.95,0.01
33.75,-97.75,2020,4,18,6.88,3.26,5.17,0.01
33.75,-97.25,2020,4,18,6.89,3.09,5.17,0.05
33.75,-96.75,2020,4,18,7.1,3.11,5.67,0.24
34.25,-101.25,2020,4,18,5.35,5.64,7.03,0
34.25,-100.75,2020,4,18,5.82,5.06,6.26,0
34.25,-100.25,2020,4,18,6.2,4.64,6.26,0
34.25,-99.75,2020,4,18,6.41,4.33,6.5,0
34.25,-99.25,2020,4,18,6.45,4.13,6.5,0
34.25,-98.75,2020,4,18,6.39,3.95,6.4,0
34.25,-98.25,2020,4,18,6.46,3.69,6.4,0
34.25,-97.75,2020,4,18,6.6,3.41,5.73,0.01
34.25,-97.25,2020,4,18,6.59,3.19,5.73,0.03
34.25,-96.75,2020,4,18,6.73,3.16,5.72,0.12
34.75,-101.25,2020,4,18,5.26,5.88,7.03,0
34.75,-100.75,2020,4,18,5.7,5.46,6.26,0
34.75,-100.25,2020,4,18,5.99,5.1,6.26,0
34.75,-99.75,2020,4,18,6.12,4.79,6.5,0
34.75,-99.25,2020,4,18,6.11,4.55,6.5,0
34.75,-98.75,2020,4,18,6.04,4.36,6.4,0
34.75,-98.25,2020,4,18,6.12,4.06,6.4,0
34.75,-97.75,2020,4,18,6.24,3.78,5.73,0
34.75,-97.25,2020,4,18,6.23,3.51,5.73,0.01
34.75,-96.75,2020,4,18,6.38,3.4,5.72,0.04
35.25,-101.25,2020,4,18,5.14,6.43,7.37,0
35.25,-100.75,2020,4,18,5.59,6.45,7.14,0
35.25,-100.25,2020,4,18,5.82,6.14,7.14,0
35.25,-99.75,2020,4,18,5.87,5.68,7.29,0
35.25,-99.25,2020,4,18,5.81,5.24,7.29,0
35.25,-98.75,2020,4,18,5.72,4.93,7.36,0
35.25,-98.25,2020,4,18,5.78,4.59,7.36,0
35.25,-97.75,2020,4,18,5.86,4.27,7.16,0
35.25,-97.25,2020,4,18,5.83,3.88,7.16,0
35.25,-96.75,2020,4,18,6,3.63,7.18,0.01
35.75,-101.25,2020,4,18,4.87,6.91,7.37,0
35.75,-100.75,2020,4,18,5.38,7.33,7.14,0
35.75,-100.25,2020,4,18,5.6,7.22,7.14,0
35.75,-99.75,2020,4,18,5.63,6.74,7.29,0
35.75,-99.25,2020,4,18,5.55,6.14,7.29,0
35.75,-98.75,2020,4,18,5.44,5.67,7.36,0
35.75,-98.25,2020,4,18,5.48,5.1,7.36,0
35.75,-97.75,2020,4,18,5.56,4.63,7.16,0
35.75,-97.25,2020,4,18,5.52,4.17,7.16,0
35.75,-96.75,2020,4,18,5.67,3.83,7.18,0.01
36.25,-101.25,2020,4,18,4.49,6.94,7.27,0
36.25,-100.75,2020,4,18,5.09,7.41,6.98,0
36.25,-100.25,2020,4,18,5.37,7.55,6.98,0
36.25,-99.75,2020,4,18,5.42,7.22,7.45,0
36.25,-99.25,2020,4,18,5.35,6.59,7.45,0
36.25,-98.75,2020,4,18,5.24,5.98,7.38,0
36.25,-98.25,2020,4,18,5.29,5.29,7.38,0
36.25,-97.75,2020,4,18,5.32,4.82,7.2,0
36.25,-97.25,2020,4,18,5.24,4.46,7.2,0
36.25,-96.75,2020,4,18,5.38,4.2,7.25,0.01
36.75,-101.25,2020,4,18,4.28,6.41,7.27,0.01
36.75,-100.75,2020,4,18,4.85,6.72,6.98,0.06
36.75,-100.25,2020,4,18,5.15,6.88,6.98,0.1
36.75,-99.75,2020,4,18,5.23,6.65,7.45,0.11
36.75,-99.25,2020,4,18,5.18,6.17,7.45,0.08
36.75,-98.75,2020,4,18,5.11,5.69,7.38,0.05
36.75,-98.25,2020,4,18,5.18,5.31,7.38,0.01
36.75,-97.75,2020,4,18,5.11,5.02,7.2,0.02
36.75,-97.25,2020,4,18,4.98,4.8,7.2,0.01
36.75,-96.75,2020,4,18,5.14,4.6,7.25,0.02
37.25,-101.25,2020,4,18,4.31,5.69,6.44,0.1
37.25,-100.75,2020,4,18,4.73,5.88,7.37,0.6
37.25,-100.25,2020,4,18,4.96,6.12,7.37,1.06
37.25,-99.75,2020,4,18,5.05,6.13,7.36,1.18
37.25,-99.25,2020,4,18,5.03,5.97,7.36,0.92
37.25,-98.75,2020,4,18,5,5.73,7.32,0.53
37.25,-98.25,2020,4,18,5.05,5.54,7.32,0.19
37.25,-97.75,2020,4,18,4.96,5.35,7.29,0.19
37.25,-97.25,2020,4,18,4.83,5.21,7.29,0.09
37.25,-96.75,2020,4,18,4.98,5.04,7.27,0.01
32.75,-101.25,2020,4,19,5.34,5.32,7.79,0
32.75,-100.75,2020,4,19,6.36,5.31,7.71,0.01
32.75,-100.25,2020,4,19,7.29,5.42,7.71,0.02
32.75,-99.75,2020,4,19,8.1,5.48,7.62,0.02
32.75,-99.25,2020,4,19,8.75,5.43,7.62,0.02
32.75,-98.75,2020,4,19,9.25,5.32,7.47,0.01
32.75,-98.25,2020,4,19,9.91,5,7.47,0.21
32.75,-97.75,2020,4,19,10.34,4.77,6.39,0.36
32.75,-97.25,2020,4,19,10.83,4.49,6.39,1.31
32.75,-96.75,2020,4,19,11.52,4.13,3.34,3.84
33.25,-101.25,2020,4,19,4.99,5.25,7.76,0
33.25,-100.75,2020,4,19,6.01,5.3,7.59,0
33.25,-100.25,2020,4,19,7.04,5.38,7.59,0.01
33.25,-99.75,2020,4,19,7.93,5.38,7.55,0.01
33.25,-99.25,2020,4,19,8.65,5.25,7.55,0.01
33.25,-98.75,2020,4,19,9.21,5.02,7.4,0.01
33.25,-98.25,2020,4,19,9.84,4.73,7.4,0.07
33.25,-97.75,2020,4,19,10.25,4.51,6.5,0.17
33.25,-97.25,2020,4,19,10.71,4.27,6.5,0.7
33.25,-96.75,2020,4,19,11.31,3.91,3.08,2.37
33.75,-101.25,2020,4,19,4.92,5.22,7.76,0
33.75,-100.75,2020,4,19,5.77,5.43,7.59,0
33.75,-100.25,2020,4,19,6.75,5.42,7.59,0
33.75,-99.75,2020,4,19,7.68,5.25,7.55,0
33.75,-99.25,2020,4,19,8.48,5,7.55,0
33.75,-98.75,2020,4,19,9.07,4.69,7.4,0
33.75,-98.25,2020,4,19,9.71,4.33,7.4,0.03
33.75,-97.75,2020,4,19,10.18,4.05,6.5,0.06
33.75,-97.25,2020,4,19,10.61,3.87,6.5,0.32
33.75,-96.75,2020,4,19,11.05,3.56,3.08,1.26
34.25,-101.25,2020,4,19,5.08,5.26,7.5,0
34.25,-100.75,2020,4,19,5.82,5.45,7.3,0
34.25,-100.25,2020,4,19,6.73,5.34,7.3,0
34.25,-99.75,2020,4,19,7.63,5.07,7.44,0
34.25,-99.25,2020,4,19,8.39,4.74,7.44,0
34.25,-98.75,2020,4,19,8.97,4.38,5.11,0.01
34.25,-98.25,2020,4,19,9.53,3.98,5.11,0.05
34.25,-97.75,2020,4,19,10.01,3.65,3.61,0.07
34.25,-97.25,2020,4,19,10.4,3.51,3.61,0.25
34.25,-96.75,2020,4,19,10.72,3.3,2.26,0.83
34.75,-101.25,2020,4,19,5.4,5.21,7.5,0
34.75,-100.75,2020,4,19,6.13,5.4,7.3,0
34.75,-100.25,2020,4,19,6.94,5.24,7.3,0.01
34.75,-99.75,2020,4,19,7.7,4.96,7.44,0.01
34.75,-99.25,2020,4,19,8.32,4.62,7.44,0.02
34.75,-98.75,2020,4,19,8.79,4.29,5.11,0.03
34.75,-98.25,2020,4,19,9.22,3.9,5.11,0.08
34.75,-97.75,2020,4,19,9.62,3.58,3.61,0.13
34.75,-97.25,2020,4,19,9.98,3.52,3.61,0.33
34.75,-96.75,2020,4,19,10.29,3.44,2.26,0.74
35.25,-101.25,2020,4,19,5.77,5.08,7.02,0.01
35.25,-100.75,2020,4,19,6.47,5.41,7.36,0.06
35.25,-100.25,2020,4,19,7.15,5.27,7.36,0.14
35.25,-99.75,2020,4,19,7.73,4.95,7,0.17
35.25,-99.25,2020,4,19,8.18,4.57,7,0.14
35.25,-98.75,2020,4,19,8.55,4.2,4.18,0.08
35.25,-98.25,2020,4,19,8.87,3.83,4.18,0.1
35.25,-97.75,2020,4,19,9.19,3.67,2.97,0.16
35.25,-97.25,2020,4,19,9.48,3.76,2.97,0.35
35.25,-96.75,2020,4,19,9.77,3.78,2.09,0.66
35.75,-101.25,2020,4,19,6.02,4.86,7.02,0.11
35.75,-100.75,2020,4,19,6.69,5.19,7.36,0.43
35.75,-100.25,2020,4,19,7.29,5.1,7.36,0.81
35.75,-99.75,2020,4,19,7.76,4.8,7,0.92
35.75,-99.25,2020,4,19,8.09,4.35,7,0.68
35.75,-98.75,2020,4,19,8.35,3.84,4.18,0.31
35.75,-98.25,2020,4,19,8.6,3.6,4.18,0.29
35.75,-97.75,2020,4,19,8.84,3.73,2.97,0.22
35.75,-97.25,2020,4,19,9.07,4.02,2.97,0.27
35.75,-96.75,2020,4,19,9.29,4.09,2.09,0.49
36.25,-101.25,2020,4,19,6.13,4.49,6.37,0.33
36.25,-100.75,2020,4,19,6.86,4.71,6.43,1.04
36.25,-100.25,2020,4,19,7.42,4.57,6.43,1.8
36.25,-99.75,2020,4,19,7.83,4.21,7.14,2.04
36.25,-99.25,2020,4,19,8.1,3.67,7.14,1.64
36.25,-98.75,2020,4,19,8.26,3.3,6.7,0.95
36.25,-98.25,2020,4,19,8.44,3.45,6.7,0.52
36.25,-97.75,2020,4,19,8.58,3.8,6.34,0.47
36.25,-97.25,2020,4,19,8.72,4.08,6.34,0.41
36.25,-96.75,2020,4,19,8.86,4.11,6.81,0.38
36.75,-101.25,2020,4,19,6.07,3.99,6.37,0.4
36.75,-100.75,2020,4,19,6.88,4.24,6.43,1.52
36.75,-100.25,2020,4,19,7.44,4.02,6.43,2.66
36.75,-99.75,2020,4,19,7.81,3.7,7.14,3.27
36.75,-99.25,2020,4,19,8.03,3.51,7.14,3.14
36.75,-98.75,2020,4,19,8.15,3.41,6.7,2.36
36.75,-98.25,2020,4,19,8.26,3.57,6.7,1.21
36.75,-97.75,2020,4,19,8.27,3.8,6.34,1.21
36.75,-97.25,2020,4,19,8.29,3.98,6.34,1.11
36.75,-96.75,2020,4,19,8.35,4.05,6.81,0.71
37.25,-101.25,2020,4,19,5.75,3.75,6.17,0.31
37.25,-100.75,2020,4,19,6.57,4.04,4.1,1.51
37.25,-100.25,2020,4,19,7.14,4.01,4.1,2.85
37.25,-99.75,2020,4,19,7.49,3.91,5.6,3.92
37.25,-99.25,2020,4,19,7.7,3.81,5.6,4.41
37.25,-98.75,2020,4,19,7.84,3.67,6.53,4.12
37.25,-98.25,2020,4,19,7.94,3.65,6.53,2.87
37.25,-97.75,2020,4,19,7.89,3.79,7.04,2.7
37.25,-97.25,2020,4,19,7.84,3.95,7.04,2.42
37.25,-96.75,2020,4,19,7.84,4.03,7.06,1.59
32.75,-101.25,2020,4,20,6.29,2.34,7.26,0
32.75,-100.75,2020,4,20,7.21,2.85,6.9,0
32.75,-100.25,2020,4,20,8.09,3.05,6.9,0
32.75,-99.75,2020,4,20,8.93,3.05,6.49,0
32.75,-99.25,2020,4,20,9.67,3.09,6.49,0.01
